package,link_text,url,link
metabomxtr,PDF,../vignettes/metabomxtr/inst/doc/mixnorm_Vignette.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metabomxtr/inst/doc/mixnorm_Vignette.pdf
metabomxtr,PDF,../manuals/metabomxtr/man/metabomxtr.pdf,https://bioconductor.org/packages/release/bioc/manuals/metabomxtr/man/metabomxtr.pdf
metabomxtr,Text,../news/metabomxtr/NEWS,https://bioconductor.org/packages/release/bioc/news/metabomxtr/NEWS
MetaboSignal,HTML,../vignettes/MetaboSignal/inst/doc/MetaboSignal.html,https://bioconductor.org/packages/release/bioc/vignettes/MetaboSignal/inst/doc/MetaboSignal.html
MetaboSignal,HTML,../vignettes/MetaboSignal/inst/doc/MetaboSignal2.html,https://bioconductor.org/packages/release/bioc/vignettes/MetaboSignal/inst/doc/MetaboSignal2.html
MetaboSignal,PDF,../manuals/MetaboSignal/man/MetaboSignal.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetaboSignal/man/MetaboSignal.pdf
MetaboSignal,Text,../news/MetaboSignal/NEWS,https://bioconductor.org/packages/release/bioc/news/MetaboSignal/NEWS
metaCCA,PDF,../vignettes/metaCCA/inst/doc/metaCCA.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metaCCA/inst/doc/metaCCA.pdf
metaCCA,PDF,../manuals/metaCCA/man/metaCCA.pdf,https://bioconductor.org/packages/release/bioc/manuals/metaCCA/man/metaCCA.pdf
MetaCyto,HTML,../vignettes/MetaCyto/inst/doc/MetaCyto_Vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/MetaCyto/inst/doc/MetaCyto_Vignette.html
MetaCyto,PDF,../manuals/MetaCyto/man/MetaCyto.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetaCyto/man/MetaCyto.pdf
metagene2,HTML,../vignettes/metagene2/inst/doc/metagene2.html,https://bioconductor.org/packages/release/bioc/vignettes/metagene2/inst/doc/metagene2.html
metagene2,PDF,../manuals/metagene2/man/metagene2.pdf,https://bioconductor.org/packages/release/bioc/manuals/metagene2/man/metagene2.pdf
metagene2,Text,../news/metagene2/NEWS,https://bioconductor.org/packages/release/bioc/news/metagene2/NEWS
metagenomeSeq,PDF,../vignettes/metagenomeSeq/inst/doc/fitTimeSeries.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metagenomeSeq/inst/doc/fitTimeSeries.pdf
metagenomeSeq,PDF,../vignettes/metagenomeSeq/inst/doc/metagenomeSeq.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metagenomeSeq/inst/doc/metagenomeSeq.pdf
metagenomeSeq,PDF,../manuals/metagenomeSeq/man/metagenomeSeq.pdf,https://bioconductor.org/packages/release/bioc/manuals/metagenomeSeq/man/metagenomeSeq.pdf
metagenomeSeq,Text,../news/metagenomeSeq/NEWS,https://bioconductor.org/packages/release/bioc/news/metagenomeSeq/NEWS
metahdep,PDF,../vignettes/metahdep/inst/doc/metahdep.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metahdep/inst/doc/metahdep.pdf
metahdep,PDF,../manuals/metahdep/man/metahdep.pdf,https://bioconductor.org/packages/release/bioc/manuals/metahdep/man/metahdep.pdf
metaMS,PDF,../vignettes/metaMS/inst/doc/runGC.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metaMS/inst/doc/runGC.pdf
metaMS,PDF,../vignettes/metaMS/inst/doc/runLC.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metaMS/inst/doc/runLC.pdf
metaMS,PDF,../manuals/metaMS/man/metaMS.pdf,https://bioconductor.org/packages/release/bioc/manuals/metaMS/man/metaMS.pdf
metaMS,Text,../news/metaMS/NEWS,https://bioconductor.org/packages/release/bioc/news/metaMS/NEWS
MetaNeighbor,PDF,../vignettes/MetaNeighbor/inst/doc/MetaNeighbor.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MetaNeighbor/inst/doc/MetaNeighbor.pdf
MetaNeighbor,PDF,../manuals/MetaNeighbor/man/MetaNeighbor.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetaNeighbor/man/MetaNeighbor.pdf
MetaNeighbor,Text,../news/MetaNeighbor/NEWS,https://bioconductor.org/packages/release/bioc/news/MetaNeighbor/NEWS
MetaPhOR,HTML,../vignettes/MetaPhOR/inst/doc/MetaPhOR-vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/MetaPhOR/inst/doc/MetaPhOR-vignette.html
MetaPhOR,PDF,../manuals/MetaPhOR/man/MetaPhOR.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetaPhOR/man/MetaPhOR.pdf
MetaPhOR,Text,../news/MetaPhOR/NEWS,https://bioconductor.org/packages/release/bioc/news/MetaPhOR/NEWS
metapod,HTML,../vignettes/metapod/inst/doc/overview.html,https://bioconductor.org/packages/release/bioc/vignettes/metapod/inst/doc/overview.html
metapod,PDF,../manuals/metapod/man/metapod.pdf,https://bioconductor.org/packages/release/bioc/manuals/metapod/man/metapod.pdf
metapod,Text,../news/metapod/NEWS,https://bioconductor.org/packages/release/bioc/news/metapod/NEWS
metapone,HTML,../vignettes/metapone/inst/doc/metapone.html,https://bioconductor.org/packages/release/bioc/vignettes/metapone/inst/doc/metapone.html
metapone,PDF,../manuals/metapone/man/metapone.pdf,https://bioconductor.org/packages/release/bioc/manuals/metapone/man/metapone.pdf
metaSeq,PDF,../vignettes/metaSeq/inst/doc/metaSeq.pdf,https://bioconductor.org/packages/release/bioc/vignettes/metaSeq/inst/doc/metaSeq.pdf
metaSeq,PDF,../manuals/metaSeq/man/metaSeq.pdf,https://bioconductor.org/packages/release/bioc/manuals/metaSeq/man/metaSeq.pdf
metaseqR2,HTML,../vignettes/metaseqR2/inst/doc/metaseqr2-annotation.html,https://bioconductor.org/packages/release/bioc/vignettes/metaseqR2/inst/doc/metaseqr2-annotation.html
metaseqR2,HTML,../vignettes/metaseqR2/inst/doc/metaseqr2-statistics.html,https://bioconductor.org/packages/release/bioc/vignettes/metaseqR2/inst/doc/metaseqr2-statistics.html
metaseqR2,PDF,../manuals/metaseqR2/man/metaseqR2.pdf,https://bioconductor.org/packages/release/bioc/manuals/metaseqR2/man/metaseqR2.pdf
metaseqR2,Text,../news/metaseqR2/NEWS,https://bioconductor.org/packages/release/bioc/news/metaseqR2/NEWS
MetCirc,HTML,../vignettes/MetCirc/inst/doc/MetCirc.html,https://bioconductor.org/packages/release/bioc/vignettes/MetCirc/inst/doc/MetCirc.html
MetCirc,PDF,../manuals/MetCirc/man/MetCirc.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetCirc/man/MetCirc.pdf
MetCirc,Text,../news/MetCirc/NEWS,https://bioconductor.org/packages/release/bioc/news/MetCirc/NEWS
methimpute,PDF,../vignettes/methimpute/inst/doc/methimpute.pdf,https://bioconductor.org/packages/release/bioc/vignettes/methimpute/inst/doc/methimpute.pdf
methimpute,PDF,../manuals/methimpute/man/methimpute.pdf,https://bioconductor.org/packages/release/bioc/manuals/methimpute/man/methimpute.pdf
methimpute,Text,../news/methimpute/NEWS,https://bioconductor.org/packages/release/bioc/news/methimpute/NEWS
methInheritSim,HTML,../vignettes/methInheritSim/inst/doc/methInheritSim.html,https://bioconductor.org/packages/release/bioc/vignettes/methInheritSim/inst/doc/methInheritSim.html
methInheritSim,PDF,../manuals/methInheritSim/man/methInheritSim.pdf,https://bioconductor.org/packages/release/bioc/manuals/methInheritSim/man/methInheritSim.pdf
methInheritSim,Text,../news/methInheritSim/NEWS,https://bioconductor.org/packages/release/bioc/news/methInheritSim/NEWS
MethPed,HTML,../vignettes/MethPed/inst/doc/MethPed-vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/MethPed/inst/doc/MethPed-vignette.html
MethPed,PDF,../manuals/MethPed/man/MethPed.pdf,https://bioconductor.org/packages/release/bioc/manuals/MethPed/man/MethPed.pdf
MethReg,HTML,../vignettes/MethReg/inst/doc/MethReg.html,https://bioconductor.org/packages/release/bioc/vignettes/MethReg/inst/doc/MethReg.html
MethReg,PDF,../manuals/MethReg/man/MethReg.pdf,https://bioconductor.org/packages/release/bioc/manuals/MethReg/man/MethReg.pdf
MethReg,Text,../news/MethReg/NEWS,https://bioconductor.org/packages/release/bioc/news/MethReg/NEWS
methrix,HTML,../vignettes/methrix/inst/doc/methrix.html,https://bioconductor.org/packages/release/bioc/vignettes/methrix/inst/doc/methrix.html
methrix,PDF,../manuals/methrix/man/methrix.pdf,https://bioconductor.org/packages/release/bioc/manuals/methrix/man/methrix.pdf
methrix,Text,../news/methrix/NEWS,https://bioconductor.org/packages/release/bioc/news/methrix/NEWS
MethTargetedNGS,PDF,../vignettes/MethTargetedNGS/inst/doc/MethTargetedNGS.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MethTargetedNGS/inst/doc/MethTargetedNGS.pdf
MethTargetedNGS,PDF,../manuals/MethTargetedNGS/man/MethTargetedNGS.pdf,https://bioconductor.org/packages/release/bioc/manuals/MethTargetedNGS/man/MethTargetedNGS.pdf
MethylAid,PDF,../vignettes/MethylAid/inst/doc/MethylAid.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MethylAid/inst/doc/MethylAid.pdf
MethylAid,PDF,../manuals/MethylAid/man/MethylAid.pdf,https://bioconductor.org/packages/release/bioc/manuals/MethylAid/man/MethylAid.pdf
MethylAid,Text,../news/MethylAid/NEWS,https://bioconductor.org/packages/release/bioc/news/MethylAid/NEWS
methylCC,HTML,../vignettes/methylCC/inst/doc/methylCC.html,https://bioconductor.org/packages/release/bioc/vignettes/methylCC/inst/doc/methylCC.html
methylCC,PDF,../manuals/methylCC/man/methylCC.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylCC/man/methylCC.pdf
methylCC,Text,../news/methylCC/NEWS,https://bioconductor.org/packages/release/bioc/news/methylCC/NEWS
methylclock,HTML,../vignettes/methylclock/inst/doc/methylclock.html,https://bioconductor.org/packages/release/bioc/vignettes/methylclock/inst/doc/methylclock.html
methylclock,PDF,../manuals/methylclock/man/methylclock.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylclock/man/methylclock.pdf
methylclock,Text,../news/methylclock/NEWS,https://bioconductor.org/packages/release/bioc/news/methylclock/NEWS
methylGSA,HTML,../vignettes/methylGSA/inst/doc/methylGSA-vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/methylGSA/inst/doc/methylGSA-vignette.html
methylGSA,PDF,../manuals/methylGSA/man/methylGSA.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylGSA/man/methylGSA.pdf
methylGSA,Text,../news/methylGSA/NEWS,https://bioconductor.org/packages/release/bioc/news/methylGSA/NEWS
methylInheritance,HTML,../vignettes/methylInheritance/inst/doc/methylInheritance.html,https://bioconductor.org/packages/release/bioc/vignettes/methylInheritance/inst/doc/methylInheritance.html
methylInheritance,PDF,../manuals/methylInheritance/man/methylInheritance.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylInheritance/man/methylInheritance.pdf
methylInheritance,Text,../news/methylInheritance/NEWS,https://bioconductor.org/packages/release/bioc/news/methylInheritance/NEWS
methylKit,HTML,../vignettes/methylKit/inst/doc/methylKit.html,https://bioconductor.org/packages/release/bioc/vignettes/methylKit/inst/doc/methylKit.html
methylKit,PDF,../manuals/methylKit/man/methylKit.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylKit/man/methylKit.pdf
methylKit,Text,../news/methylKit/NEWS,https://bioconductor.org/packages/release/bioc/news/methylKit/NEWS
MethylMix,HTML,../vignettes/MethylMix/inst/doc/vignettes.html,https://bioconductor.org/packages/release/bioc/vignettes/MethylMix/inst/doc/vignettes.html
MethylMix,PDF,../manuals/MethylMix/man/MethylMix.pdf,https://bioconductor.org/packages/release/bioc/manuals/MethylMix/man/MethylMix.pdf
MethylMix,Text,../news/MethylMix/NEWS,https://bioconductor.org/packages/release/bioc/news/MethylMix/NEWS
methylMnM,PDF,../vignettes/methylMnM/inst/doc/methylMnM.pdf,https://bioconductor.org/packages/release/bioc/vignettes/methylMnM/inst/doc/methylMnM.pdf
methylMnM,PDF,../manuals/methylMnM/man/methylMnM.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylMnM/man/methylMnM.pdf
methylPipe,PDF,../vignettes/methylPipe/inst/doc/methylPipe.pdf,https://bioconductor.org/packages/release/bioc/vignettes/methylPipe/inst/doc/methylPipe.pdf
methylPipe,PDF,../manuals/methylPipe/man/methylPipe.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylPipe/man/methylPipe.pdf
methylPipe,Text,../news/methylPipe/NEWS,https://bioconductor.org/packages/release/bioc/news/methylPipe/NEWS
methylscaper,HTML,../vignettes/methylscaper/inst/doc/methylScaper.html,https://bioconductor.org/packages/release/bioc/vignettes/methylscaper/inst/doc/methylScaper.html
methylscaper,PDF,../manuals/methylscaper/man/methylscaper.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylscaper/man/methylscaper.pdf
methylscaper,Text,../news/methylscaper/NEWS,https://bioconductor.org/packages/release/bioc/news/methylscaper/NEWS
MethylSeekR,PDF,../vignettes/MethylSeekR/inst/doc/MethylSeekR.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MethylSeekR/inst/doc/MethylSeekR.pdf
MethylSeekR,PDF,../manuals/MethylSeekR/man/MethylSeekR.pdf,https://bioconductor.org/packages/release/bioc/manuals/MethylSeekR/man/MethylSeekR.pdf
methylSig,HTML,../vignettes/methylSig/inst/doc/updating-methylSig-code.html,https://bioconductor.org/packages/release/bioc/vignettes/methylSig/inst/doc/updating-methylSig-code.html
methylSig,HTML,../vignettes/methylSig/inst/doc/using-methylSig.html,https://bioconductor.org/packages/release/bioc/vignettes/methylSig/inst/doc/using-methylSig.html
methylSig,PDF,../manuals/methylSig/man/methylSig.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylSig/man/methylSig.pdf
methylSig,Text,../news/methylSig/NEWS,https://bioconductor.org/packages/release/bioc/news/methylSig/NEWS
methylumi,PDF,../vignettes/methylumi/inst/doc/methylumi.pdf,https://bioconductor.org/packages/release/bioc/vignettes/methylumi/inst/doc/methylumi.pdf
methylumi,PDF,../vignettes/methylumi/inst/doc/methylumi450k.pdf,https://bioconductor.org/packages/release/bioc/vignettes/methylumi/inst/doc/methylumi450k.pdf
methylumi,PDF,../manuals/methylumi/man/methylumi.pdf,https://bioconductor.org/packages/release/bioc/manuals/methylumi/man/methylumi.pdf
MetID,HTML,../vignettes/MetID/inst/doc/Introduction_to_MetID.html,https://bioconductor.org/packages/release/bioc/vignettes/MetID/inst/doc/Introduction_to_MetID.html
MetID,PDF,../manuals/MetID/man/MetID.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetID/man/MetID.pdf
MetNet,HTML,../vignettes/MetNet/inst/doc/MetNet.html,https://bioconductor.org/packages/release/bioc/vignettes/MetNet/inst/doc/MetNet.html
MetNet,PDF,../manuals/MetNet/man/MetNet.pdf,https://bioconductor.org/packages/release/bioc/manuals/MetNet/man/MetNet.pdf
MetNet,Text,../news/MetNet/NEWS,https://bioconductor.org/packages/release/bioc/news/MetNet/NEWS
mfa,HTML,../vignettes/mfa/inst/doc/introduction_to_mfa.html,https://bioconductor.org/packages/release/bioc/vignettes/mfa/inst/doc/introduction_to_mfa.html
mfa,PDF,../manuals/mfa/man/mfa.pdf,https://bioconductor.org/packages/release/bioc/manuals/mfa/man/mfa.pdf
Mfuzz,PDF,../vignettes/Mfuzz/inst/doc/Mfuzz.pdf,https://bioconductor.org/packages/release/bioc/vignettes/Mfuzz/inst/doc/Mfuzz.pdf
Mfuzz,PDF,../manuals/Mfuzz/man/Mfuzz.pdf,https://bioconductor.org/packages/release/bioc/manuals/Mfuzz/man/Mfuzz.pdf
MGFM,PDF,../vignettes/MGFM/inst/doc/MGFM.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MGFM/inst/doc/MGFM.pdf
MGFM,PDF,../manuals/MGFM/man/MGFM.pdf,https://bioconductor.org/packages/release/bioc/manuals/MGFM/man/MGFM.pdf
MGFM,Text,../news/MGFM/NEWS,https://bioconductor.org/packages/release/bioc/news/MGFM/NEWS
MGFR,PDF,../vignettes/MGFR/inst/doc/MGFR.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MGFR/inst/doc/MGFR.pdf
MGFR,PDF,../manuals/MGFR/man/MGFR.pdf,https://bioconductor.org/packages/release/bioc/manuals/MGFR/man/MGFR.pdf
MGFR,Text,../news/MGFR/NEWS,https://bioconductor.org/packages/release/bioc/news/MGFR/NEWS
mgsa,PDF,../vignettes/mgsa/inst/doc/mgsa.pdf,https://bioconductor.org/packages/release/bioc/vignettes/mgsa/inst/doc/mgsa.pdf
mgsa,PDF,../manuals/mgsa/man/mgsa.pdf,https://bioconductor.org/packages/release/bioc/manuals/mgsa/man/mgsa.pdf
mia,HTML,../vignettes/mia/inst/doc/mia.html,https://bioconductor.org/packages/release/bioc/vignettes/mia/inst/doc/mia.html
mia,PDF,../manuals/mia/man/mia.pdf,https://bioconductor.org/packages/release/bioc/manuals/mia/man/mia.pdf
mia,Text,../news/mia/NEWS,https://bioconductor.org/packages/release/bioc/news/mia/NEWS
miaSim,HTML,../vignettes/miaSim/inst/doc/miaSim.html,https://bioconductor.org/packages/release/bioc/vignettes/miaSim/inst/doc/miaSim.html
miaSim,PDF,../manuals/miaSim/man/miaSim.pdf,https://bioconductor.org/packages/release/bioc/manuals/miaSim/man/miaSim.pdf
miaSim,Text,../news/miaSim/NEWS,https://bioconductor.org/packages/release/bioc/news/miaSim/NEWS
miaViz,HTML,../vignettes/miaViz/inst/doc/miaViz.html,https://bioconductor.org/packages/release/bioc/vignettes/miaViz/inst/doc/miaViz.html
miaViz,PDF,../manuals/miaViz/man/miaViz.pdf,https://bioconductor.org/packages/release/bioc/manuals/miaViz/man/miaViz.pdf
miaViz,Text,../news/miaViz/NEWS,https://bioconductor.org/packages/release/bioc/news/miaViz/NEWS
MiChip,PDF,../vignettes/MiChip/inst/doc/MiChip.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MiChip/inst/doc/MiChip.pdf
MiChip,PDF,../manuals/MiChip/man/MiChip.pdf,https://bioconductor.org/packages/release/bioc/manuals/MiChip/man/MiChip.pdf
microbiome,HTML,../vignettes/microbiome/inst/doc/vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/microbiome/inst/doc/vignette.html
microbiome,PDF,../manuals/microbiome/man/microbiome.pdf,https://bioconductor.org/packages/release/bioc/manuals/microbiome/man/microbiome.pdf
microbiome,Text,../news/microbiome/NEWS,https://bioconductor.org/packages/release/bioc/news/microbiome/NEWS
microbiomeDASim,PDF,../vignettes/microbiomeDASim/inst/doc/microbiomeDASim.pdf,https://bioconductor.org/packages/release/bioc/vignettes/microbiomeDASim/inst/doc/microbiomeDASim.pdf
microbiomeDASim,PDF,../manuals/microbiomeDASim/man/microbiomeDASim.pdf,https://bioconductor.org/packages/release/bioc/manuals/microbiomeDASim/man/microbiomeDASim.pdf
microbiomeDASim,Text,../news/microbiomeDASim/NEWS,https://bioconductor.org/packages/release/bioc/news/microbiomeDASim/NEWS
microbiomeExplorer,HTML,../vignettes/microbiomeExplorer/inst/doc/exploreMouseData.html,https://bioconductor.org/packages/release/bioc/vignettes/microbiomeExplorer/inst/doc/exploreMouseData.html
microbiomeExplorer,PDF,../manuals/microbiomeExplorer/man/microbiomeExplorer.pdf,https://bioconductor.org/packages/release/bioc/manuals/microbiomeExplorer/man/microbiomeExplorer.pdf
microbiomeExplorer,Text,../news/microbiomeExplorer/NEWS,https://bioconductor.org/packages/release/bioc/news/microbiomeExplorer/NEWS
microbiomeMarker,HTML,../vignettes/microbiomeMarker/inst/doc/microbiomeMarker-vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/microbiomeMarker/inst/doc/microbiomeMarker-vignette.html
microbiomeMarker,PDF,../manuals/microbiomeMarker/man/microbiomeMarker.pdf,https://bioconductor.org/packages/release/bioc/manuals/microbiomeMarker/man/microbiomeMarker.pdf
microbiomeMarker,Text,../news/microbiomeMarker/NEWS,https://bioconductor.org/packages/release/bioc/news/microbiomeMarker/NEWS
MicrobiomeProfiler,HTML,../vignettes/MicrobiomeProfiler/inst/doc/MicrobiomeProfiler.html,https://bioconductor.org/packages/release/bioc/vignettes/MicrobiomeProfiler/inst/doc/MicrobiomeProfiler.html
MicrobiomeProfiler,PDF,../manuals/MicrobiomeProfiler/man/MicrobiomeProfiler.pdf,https://bioconductor.org/packages/release/bioc/manuals/MicrobiomeProfiler/man/MicrobiomeProfiler.pdf
MicrobiotaProcess,HTML,../vignettes/MicrobiotaProcess/inst/doc/MicrobiotaProcess.html,https://bioconductor.org/packages/release/bioc/vignettes/MicrobiotaProcess/inst/doc/MicrobiotaProcess.html
MicrobiotaProcess,PDF,../manuals/MicrobiotaProcess/man/MicrobiotaProcess.pdf,https://bioconductor.org/packages/release/bioc/manuals/MicrobiotaProcess/man/MicrobiotaProcess.pdf
MicrobiotaProcess,Text,../news/MicrobiotaProcess/NEWS,https://bioconductor.org/packages/release/bioc/news/MicrobiotaProcess/NEWS
microRNA,PDF,../manuals/microRNA/man/microRNA.pdf,https://bioconductor.org/packages/release/bioc/manuals/microRNA/man/microRNA.pdf
microSTASIS,HTML,../vignettes/microSTASIS/inst/doc/microSTASIS.html,https://bioconductor.org/packages/release/bioc/vignettes/microSTASIS/inst/doc/microSTASIS.html
microSTASIS,PDF,../manuals/microSTASIS/man/microSTASIS.pdf,https://bioconductor.org/packages/release/bioc/manuals/microSTASIS/man/microSTASIS.pdf
microSTASIS,Text,../news/microSTASIS/NEWS,https://bioconductor.org/packages/release/bioc/news/microSTASIS/NEWS
MICSQTL,HTML,../vignettes/MICSQTL/inst/doc/MICSQTL.html,https://bioconductor.org/packages/release/bioc/vignettes/MICSQTL/inst/doc/MICSQTL.html
MICSQTL,PDF,../manuals/MICSQTL/man/MICSQTL.pdf,https://bioconductor.org/packages/release/bioc/manuals/MICSQTL/man/MICSQTL.pdf
MICSQTL,Text,../news/MICSQTL/NEWS,https://bioconductor.org/packages/release/bioc/news/MICSQTL/NEWS
midasHLA,HTML,../vignettes/midasHLA/inst/doc/MiDAS_vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/midasHLA/inst/doc/MiDAS_vignette.html
midasHLA,HTML,../vignettes/midasHLA/inst/doc/MiDAS_tutorial.html,https://bioconductor.org/packages/release/bioc/vignettes/midasHLA/inst/doc/MiDAS_tutorial.html
midasHLA,PDF,../manuals/midasHLA/man/midasHLA.pdf,https://bioconductor.org/packages/release/bioc/manuals/midasHLA/man/midasHLA.pdf
midasHLA,Text,../news/midasHLA/NEWS,https://bioconductor.org/packages/release/bioc/news/midasHLA/NEWS
miloR,HTML,../vignettes/miloR/inst/doc/milo_demo.html,https://bioconductor.org/packages/release/bioc/vignettes/miloR/inst/doc/milo_demo.html
miloR,HTML,../vignettes/miloR/inst/doc/milo_gastrulation.html,https://bioconductor.org/packages/release/bioc/vignettes/miloR/inst/doc/milo_gastrulation.html
miloR,HTML,../vignettes/miloR/inst/doc/milo_contrasts.html,https://bioconductor.org/packages/release/bioc/vignettes/miloR/inst/doc/milo_contrasts.html
miloR,PDF,../manuals/miloR/man/miloR.pdf,https://bioconductor.org/packages/release/bioc/manuals/miloR/man/miloR.pdf
miloR,Text,../news/miloR/NEWS,https://bioconductor.org/packages/release/bioc/news/miloR/NEWS
mimager,HTML,../vignettes/mimager/inst/doc/introduction.html,https://bioconductor.org/packages/release/bioc/vignettes/mimager/inst/doc/introduction.html
mimager,PDF,../manuals/mimager/man/mimager.pdf,https://bioconductor.org/packages/release/bioc/manuals/mimager/man/mimager.pdf
mina,HTML,../vignettes/mina/inst/doc/mina.html,https://bioconductor.org/packages/release/bioc/vignettes/mina/inst/doc/mina.html
mina,PDF,../manuals/mina/man/mina.pdf,https://bioconductor.org/packages/release/bioc/manuals/mina/man/mina.pdf
MineICA,PDF,../vignettes/MineICA/inst/doc/MineICA.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MineICA/inst/doc/MineICA.pdf
MineICA,PDF,../manuals/MineICA/man/MineICA.pdf,https://bioconductor.org/packages/release/bioc/manuals/MineICA/man/MineICA.pdf
minet,PDF,../manuals/minet/man/minet.pdf,https://bioconductor.org/packages/release/bioc/manuals/minet/man/minet.pdf
minfi,HTML,../vignettes/minfi/inst/doc/minfi.html,https://bioconductor.org/packages/release/bioc/vignettes/minfi/inst/doc/minfi.html
minfi,PDF,../manuals/minfi/man/minfi.pdf,https://bioconductor.org/packages/release/bioc/manuals/minfi/man/minfi.pdf
minfi,Text,../news/minfi/NEWS,https://bioconductor.org/packages/release/bioc/news/minfi/NEWS
MinimumDistance,PDF,../vignettes/MinimumDistance/inst/doc/MinimumDistance.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MinimumDistance/inst/doc/MinimumDistance.pdf
MinimumDistance,PDF,../manuals/MinimumDistance/man/MinimumDistance.pdf,https://bioconductor.org/packages/release/bioc/manuals/MinimumDistance/man/MinimumDistance.pdf
MinimumDistance,Text,../news/MinimumDistance/NEWS,https://bioconductor.org/packages/release/bioc/news/MinimumDistance/NEWS
MiPP,PDF,../vignettes/MiPP/inst/doc/MiPP.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MiPP/inst/doc/MiPP.pdf
MiPP,PDF,../manuals/MiPP/man/MiPP.pdf,https://bioconductor.org/packages/release/bioc/manuals/MiPP/man/MiPP.pdf
miQC,HTML,../vignettes/miQC/inst/doc/miQC.html,https://bioconductor.org/packages/release/bioc/vignettes/miQC/inst/doc/miQC.html
miQC,PDF,../manuals/miQC/man/miQC.pdf,https://bioconductor.org/packages/release/bioc/manuals/miQC/man/miQC.pdf
miQC,Text,../news/miQC/NEWS,https://bioconductor.org/packages/release/bioc/news/miQC/NEWS
MIRA,HTML,../vignettes/MIRA/inst/doc/BiologicalApplication.html,https://bioconductor.org/packages/release/bioc/vignettes/MIRA/inst/doc/BiologicalApplication.html
MIRA,HTML,../vignettes/MIRA/inst/doc/GettingStarted.html,https://bioconductor.org/packages/release/bioc/vignettes/MIRA/inst/doc/GettingStarted.html
MIRA,PDF,../manuals/MIRA/man/MIRA.pdf,https://bioconductor.org/packages/release/bioc/manuals/MIRA/man/MIRA.pdf
MIRA,Text,../news/MIRA/NEWS,https://bioconductor.org/packages/release/bioc/news/MIRA/NEWS
MiRaGE,PDF,../vignettes/MiRaGE/inst/doc/MiRaGE.pdf,https://bioconductor.org/packages/release/bioc/vignettes/MiRaGE/inst/doc/MiRaGE.pdf
MiRaGE,PDF,../manuals/MiRaGE/man/MiRaGE.pdf,https://bioconductor.org/packages/release/bioc/manuals/MiRaGE/man/MiRaGE.pdf
miRcomp,HTML,../vignettes/miRcomp/inst/doc/miRcomp.html,https://bioconductor.org/packages/release/bioc/vignettes/miRcomp/inst/doc/miRcomp.html
miRcomp,PDF,../manuals/miRcomp/man/miRcomp.pdf,https://bioconductor.org/packages/release/bioc/manuals/miRcomp/man/miRcomp.pdf
miRcomp,Text,../news/miRcomp/NEWS,https://bioconductor.org/packages/release/bioc/news/miRcomp/NEWS
mirIntegrator,PDF,../vignettes/mirIntegrator/inst/doc/mirIntegrator.pdf,https://bioconductor.org/packages/release/bioc/vignettes/mirIntegrator/inst/doc/mirIntegrator.pdf
mirIntegrator,PDF,../manuals/mirIntegrator/man/mirIntegrator.pdf,https://bioconductor.org/packages/release/bioc/manuals/mirIntegrator/man/mirIntegrator.pdf
mirIntegrator,Text,../news/mirIntegrator/NEWS,https://bioconductor.org/packages/release/bioc/news/mirIntegrator/NEWS
miRLAB,HTML,../vignettes/miRLAB/inst/doc/miRLAB-vignette.html,https://bioconductor.org/packages/release/bioc/vignettes/miRLAB/inst/doc/miRLAB-vignette.html
